fen,san,name_ko,name_en,eval
1rb2rk1/pp3ppp/2n2q2/3n4/4P3/2P1Q3/PP3PPP/RN2KB1R w KQ -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Qd2 d5 8. Nb5 Bxe3 9. Qxe3 O-O 10. Nxc7 Rb8 11. Nxd5 Nxd5,"스카치 게임: 클래시컬 바리에이션, 블랙번 어택","Scotch Game: Classical Variation, Blackburne Attack",0.0
1rb2rk1/pp3ppp/2n2q2/3P4/8/2P1Q3/PP3PPP/RN2KB1R b KQ -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Qd2 d5 8. Nb5 Bxe3 9. Qxe3 O-O 10. Nxc7 Rb8 11. Nxd5 Nxd5 12. exd5,"스카치 게임: 클래시컬 바리에이션, 블랙번 어택","Scotch Game: Classical Variation, Blackburne Attack",-1.7
1rb2rk1/pp3ppp/5q2/3P4/1n6/2P1Q3/PP3PPP/RN2KB1R w KQ -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Qd2 d5 8. Nb5 Bxe3 9. Qxe3 O-O 10. Nxc7 Rb8 11. Nxd5 Nxd5 12. exd5 Nb4,스카치 게임: 고트샬 바리에이션,Scotch Game: Gottschall Variation,1.8
r1b1k1nr/pppp1ppp/2n5/1N6/1b2q3/8/PPPB1PPP/RN1QKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+,스카치 게임,Scotch Game,-0.4
r1b1k1nr/pppp1ppp/2n5/1N6/1b2q3/8/PPPBBPPP/RN1QK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2,스카치 게임,Scotch Game,0.3
r1bk2nr/pppp1ppp/2n5/1N6/1b2q3/8/PPPBBPPP/RN1QK2R w KQ -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8,스카치 게임,Scotch Game,-0.4
r1bk2nr/pppp1ppp/2n5/1N6/1b2q3/8/PPPBBPPP/RN1Q1RK1 b - -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O,스카치 게임,Scotch Game,0.0
r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPbBPPP/RN1Q1RK1 w - -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2,스카치 게임,Scotch Game,-0.4
r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPQBPPP/RN3RK1 b - -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2 9. Qxd2,"스카치 게임: 호르비츠 어택, 블랙번 바리에이션","Scotch Game: Horwitz Attack, Blackburne Variation",-0.3
r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bb4+,스카치 게임: 말라니우크 바리에이션,Scotch Game: Malaniuk Variation,-0.1
r1b1k2r/ppppnppp/2n2q2/2b5/4P3/2P1B3/PPN2PPP/RN1QKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Nc2,스카치 게임: 마이트너 바리에이션,Scotch Game: Meitner Variation,-0.3
r1bqkb1r/pppp1ppp/2N2n2/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6,스카치 게임: 슈미트 바리에이션,Scotch Game: Schmidt Variation,0.0
r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6,스카치 게임: 슈미트 바리에이션,Scotch Game: Schmidt Variation,-0.1
r1bqkb1r/p1pp1ppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. e5,스카치 게임: 미제스 바리에이션,Scotch Game: Mieses Variation,0.2
r1b1kbnr/pppp1ppp/2n5/8/3NP2q/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3,스카치 게임: 슈타이니츠 바리에이션,Scotch Game: Steinitz Variation,0.7
r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3 Bb4,스카치 게임: 모던 디펜스,Scotch Game: Modern Defense,-0.7
r1b1k2r/ppppnppp/2n2q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Bb5,스카치 게임: 파울센 어택,Scotch Game: Paulsen Attack,0.2
r1b1kbnr/pppp1ppp/2n5/5N2/4P2q/8/PPP2PPP/RNBQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nf5,스카치 게임: 파울센 바리에이션,Scotch Game: Paulsen Variation,-0.6
r1bnk2r/ppppnppp/5q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Nge7 7. Bb5 Nd8,"스카치 게임: 파울센, 군스버그 디펜스","Scotch Game: Paulsen, Gunsberg Defense",-0.8
r1bqk1nr/pppp1ppp/2n5/2b5/4P3/1N6/PPP2PPP/RNBQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3,스카치 게임: 포터 바리에이션,Scotch Game: Potter Variation,0.2
r1bqk1nr/pppp1ppp/2n5/8/1b2P3/1N6/PPP2PPP/RNBQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3 Bb4+,스카치 게임: 로마니신 바리에이션,Scotch Game: Romanishin Variation,-0.6
r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPNBPPP/R2Q1RK1 b - -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2 9. Nxd2,스카치 게임,Scotch Game,0.3
r1bk2nr/pppp1ppp/2n3q1/1N6/8/8/PPPNBPPP/R2Q1RK1 w - -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nb5 Bb4+ 6. Bd2 Qxe4+ 7. Be2 Kd8 8. O-O Bxd2 9. Nxd2 Qg6,스카치 게임: 로젠탈 바리에이션,Scotch Game: Rosenthal Variation,-0.4
r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPPN1PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nd2,스카치 게임: 타르타코워 바리에이션,Scotch Game: Tartakower Variation,-0.1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3,쓰리 나이트 오프닝,Three Knights Opening,0.0
r1bqk1nr/pppp1ppp/2n5/4p3/1b2P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Bb4,쓰리 나이트 오프닝,Three Knights Opening,-0.6
r1bqk1nr/pppp1ppp/2n5/3Np3/1b2P3/5N2/PPPP1PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Bb4 4. Nd5,쓰리 나이트 오프닝,Three Knights Opening,0.6
r1bqk2r/pppp1ppp/2n2n2/3Np3/1b2P3/5N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Bb4 4. Nd5 Nf6,쓰리 나이트 오프닝: 슐레흐터 바리에이션,Three Knights Opening: Schlechter Variation,-0.5
r1bqkbnr/pppp1p1p/2n3p1/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6,쓰리 나이트 오프닝: 슈타이니츠 디펜스,Three Knights Opening: Steinitz Defense,-0.8
r1bqkbnr/pppp1p1p/2n3p1/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6 4. d4,쓰리 나이트 오프닝: 슈타이니츠 디펜스,Three Knights Opening: Steinitz Defense,0.9
r1bqkbnr/pppp1p1p/2n3p1/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6 4. d4 exd4,쓰리 나이트 오프닝: 슈타이니츠 디펜스,Three Knights Opening: Steinitz Defense,-1.0
r1bqkbnr/pppp1p1p/2n3p1/3N4/3pP3/5N2/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6 4. d4 exd4 5. Nd5,쓰리 나이트 오프닝: 슈타이니츠-로젠탈 바리에이션,Three Knights Opening: Steinitz-Rosenthal Variation,0.0
r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 f5,쓰리 나이트 오프닝: 위나워 디펜스,Three Knights Opening: Winawer Defense,-1.5
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6,포 나이트 게임,Four Knights Game,-0.1
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,-0.1
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/2N2NP1/PPPP1P1P/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,-0.1
r1bqkb1r/ppp2ppp/2n2n2/3Pp3/8/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,0.0
r1bqkb1r/ppp2ppp/2n5/3np3/8/2N2NP1/PPPP1P1P/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5 Nxd5,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,-0.2
r1bqkb1r/ppp2ppp/2n5/3np3/8/2N2NP1/PPPP1PBP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5 Nxd5 6. Bg2,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,0.0
r1bqkb1r/ppp2ppp/2n5/4p3/8/2n2NP1/PPPP1PBP/R1BQK2R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5 Nxd5 6. Bg2 Nxc3,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,-0.1
r1bqkb1r/ppp2ppp/2n5/4p3/8/2P2NP1/P1PP1PBP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5 Nxd5 6. Bg2 Nxc3 7. bxc3,포 나이트 게임: 글렉 시스템,Four Knights Game: Glek System,0.1
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. a3,포 나이트 게임: 군스버그 바리에이션,Four Knights Game: Gunsberg Variation,0.0
r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/2N5/PPPP1PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-1.8
r1bqkb1r/pppp1ppp/5n2/4n3/4P3/2N5/PPPP1PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.9
r1bqkb1r/pppp1ppp/5n2/4n3/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-1.9
r1bqkb1r/pppp1ppp/5nn1/8/3PP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.8
r1bqkb1r/pppp1ppp/5nn1/4P3/3P4/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-1.9
r1bqkbnr/pppp1ppp/6n1/4P3/3P4/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.8
r1bqkbnr/pppp1ppp/6n1/4P3/2BP4/2N5/PPP2PPP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Bc4,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-2.0
r1bqk1nr/pppp1ppp/6n1/4P3/1bBP4/2N5/PPP2PPP/R1BQK2R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Bc4 Bb4,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.7
r1bqk1nr/pppp1ppp/6n1/4P3/1bBP4/2N2Q2/PPP2PPP/R1B1K2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Bc4 Bb4 8. Qf3,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.0
r1bqk1nr/pppp2pp/6n1/4Pp2/1bBP4/2N2Q2/PPP2PPP/R1B1K2R w KQkq f6,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Bc4 Bb4 8. Qf3 f5,"포 나이트 게임: 할로윈 갬빗, 올드타이머 바리에이션","Four Knights Game: Halloween Gambit, Oldtimer Variation",1.1
r1bqkb1r/pppp1ppp/2n2n2/8/3PP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.7
r1bqkb1r/pppp1ppp/2n2n2/3P4/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-0.9
r1bqkb1r/pppp1ppp/5n2/3Pn3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.0
r1bqkb1r/pppp1ppp/5n2/3Pn3/4PP2/2N5/PPP3PP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-1.1
r1bqkb1r/pppp1ppp/5nn1/3P4/4PP2/2N5/PPP3PP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.7
r1bqkb1r/pppp1ppp/5nn1/3PP3/5P2/2N5/PPP3PP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-0.7
r1bqkbnr/pppp1ppp/6n1/3PP3/5P2/2N5/PPP3PP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.8
r1bqkbnr/pppp1ppp/3P2n1/4P3/5P2/2N5/PPP3PP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-1.0
r1bqkbnr/pp1p1ppp/3p2n1/4P3/5P2/2N5/PPP3PP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.1
r1bqkbnr/pp1p1ppp/3P2n1/8/5P2/2N5/PPP3PP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6 10. exd6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,0.0
r1b1kbnr/pp1p1ppp/3P1qn1/8/5P2/2N5/PPP3PP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6 10. exd6 Qf6,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,1.7
r1b1kbnr/pp1p1ppp/3P1qn1/1N6/5P2/8/PPP3PP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6 10. exd6 Qf6 11. Nb5,포 나이트 게임: 할로윈 갬빗,Four Knights Game: Halloween Gambit,-2.1
1rb1kbnr/pp1p1ppp/3P1qn1/1N6/5P2/8/PPP3PP/R1BQKB1R w KQk -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6 10. exd6 Qf6 11. Nb5 Rb8,"포 나이트 게임: 할로윈 갬빗, 플라즈마 바리에이션","Four Knights Game: Halloween Gambit, Plasma Variation",-1.4
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3,포 나이트 게임: 이탈리안 바리에이션,Four Knights Game: Italian Variation,-0.3
r1bqkb1r/pppp1ppp/2n5/4p3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Nxe4,포 나이트 게임: 이탈리안 바리에이션,Four Knights Game: Italian Variation,0.3
r1bqkb1r/pppp1Bpp/2n5/4p3/4n3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Nxe4 5. Bxf7+,"포 나이트 게임: 이탈리안 바리에이션, 노아 갬빗","Four Knights Game: Italian Variation, Noa Gambit",-1.6
r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4,포 나이트 게임: 스카치 바리에이션,Four Knights Game: Scotch Variation,0.0
r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.1
r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bqk2r/pppp1ppp/2n2n2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bqk2r/pppp1ppp/2N2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bqk2r/p1pp1ppp/2p2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bqk2r/p1pp1ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.1
r1bqk2r/p1p2ppp/2p2n2/3p4/1b2P3/2NB4/PPP2PPP/R1BQK2R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3 d5,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bqk2r/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQK2R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3 d5 8. exd5,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,0.0
r1bq1rk1/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQK2R w KQ -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3 d5 8. exd5 O-O,포 나이트 게임: 스카치 바리에이션 수락,Four Knights Game: Scotch Variation Accepted,-0.1
r1bq1rk1/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQ1RK1 b - -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3 d5 8. exd5 O-O 9. O-O,"포 나이트 게임: 스카치 바리에이션 수락, 메인 라인","Four Knights Game: Scotch Variation Accepted, Main Line",0.2
r1bqkb1r/pppp1ppp/2n2n2/3N4/3pP3/5N2/PPP2PPP/R1BQKB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5,"포 나이트 게임: 스카치 바리에이션, 베오그라드 갬빗","Four Knights Game: Scotch Variation, Belgrade Gambit",-0.4
r1bqkb1r/pppp1ppp/2n5/3N4/3pn3/5N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5 Nxe4,"포 나이트 게임: 스카치 바리에이션, 베오그라드 갬빗","Four Knights Game: Scotch Variation, Belgrade Gambit",0.2
r1bqkb1r/pppp1ppp/2n5/3N4/3pn3/5N2/PPP1QPPP/R1B1KB1R b KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5 Nxe4 6. Qe2,"포 나이트 게임: 스카치 바리에이션, 베오그라드 갬빗","Four Knights Game: Scotch Variation, Belgrade Gambit",-0.3
r1bqkb1r/pppp2pp/2n5/3N1p2/3pn3/5N2/PPP1QPPP/R1B1KB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5 Nxe4 6. Qe2 f5,"포 나이트 게임: 스카치 바리에이션, 베오그라드 갬빗, 모던 디펜스","Four Knights Game: Scotch Variation, Belgrade Gambit, Modern Defense",0.3
r1bqk2r/pppp1ppp/2n2n2/4p3/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4,포 나이트 게임: 스카치 바리에이션,Four Knights Game: Scotch Variation,-0.3
